Aircraft_name;Legal_Basis;Aircraft_model_category;Minimum_Crew;Maximum_Passengers;MTOM_kg;ELA1_flag;ELA2_flag;Complex_aircraft;Number_of_engines;Count_of_Propellers;ICAO;Aircraft_Construction_Year;Initial_Registration_Date;Import_Previous_country;Engine_1_Manufacturer;Engine_1;Engine_2_Manufacturer;Engine_2;Engine_3_Manufacturer;Engine_3;Engine_4_Manufacturer;Engine_4;
"AS 202/18A4";"EASA";"Airplanes";"1";"2";"1080,00";"True";"False";"False";"1";"1";"AS02";"1988";"11.12.2000";"United Kingdom";"Textron Lycoming";"Lycoming AEIO-360-B1F";"";"";"";"";"";"";
"AS 202/18A4";"EASA";"Airplanes";"1";"2";"1080,00";"True";"False";"False";"1";"1";"AS02";"1988";"06.11.2000";"United Kingdom";"Textron Lycoming";"Lycoming AEIO-360-B1F";"";"";"";"";"";"";
"AS 33 Es";"EASA";"Gliders and Powered Gliders";"1";"0";"600,00";"True";"False";"False";"1";"1";"GLID";"2021";"30.04.2021";"Germany";"Solo Kleinmotoren GmbH";"SOLO 2350";"";"";"";"";"";"";
"AS 332 L1";"Others";"Helicopters";"2";"21";"8600,00";"False";"False";"False";"2";"";"AS32";"2015";"11.01.2016";"France";"Turbomeca";"Makila 1A1";"Turbomeca";"Makila 1A1";"";"";"";"";
"AS 332 L1";"Others";"Helicopters";"2";"21";"8600,00";"False";"False";"False";"2";"";"AS32";"2015";"11.01.2016";"France";"Turbomeca";"Makila 1A1";"Turbomeca";"Makila 1A1";"";"";"";"";
"AS 332 L1";"Others";"Helicopters";"2";"21";"8600,00";"False";"False";"False";"2";"";"AS32";"1991";"16.03.1992";"France";"Turbomeca";"Makila 1A1";"Turbomeca";"Makila 1A1";"";"";"";"";
"AS 332 L1";"Others";"Helicopters";"2";"21";"8600,00";"False";"False";"False";"2";"";"AS32";"1987";"22.03.1988";"";"Turbomeca";"Makila 1A1";"Turbomeca";"Makila 1A1";"";"";"";"";
"AS 332 L1";"Others";"Helicopters";"2";"21";"8600,00";"False";"False";"False";"2";"";"AS32";"1987";"25.07.1988";"";"Turbomeca";"Makila 1A1";"Turbomeca";"Makila 1A1";"";"";"";"";
"AS 350 B2";"EASA";"Helicopters";"1";"5";"2200,00";"False";"False";"False";"1";"";"AS50";"1993";"08.05.1998";"Sweden";"Turbomeca";"Arriel 1D1";"";"";"";"";"";"";
"AS 350 B3";"EASA";"Helicopters";"1";"5";"2250,00";"False";"False";"False";"1";"";"AS50";"2017";"21.05.2018";"Sweden";"Turbomeca";"ARRIEL 2D";"";"";"";"";"";"";
"AS 350 BA";"EASA";"Helicopters";"1";"5";"2100,00";"False";"False";"False";"1";"";"AS50";"1985";"17.01.2002";"Sweden";"Turbomeca";"Arriel 1B";"";"";"";"";"";"";
"ASG 32 Mi";"EASA";"Gliders and Powered Gliders";"1";"1";"850,00";"True";"False";"False";"1";"1";"GLID";"2015";"18.01.2016";"Germany";"Austro Engines GmbH ";"IAE50R-AA";"";"";"";"";"";"";
"ASH 25";"EASA";"Gliders and Powered Gliders";"1";"1";"750,00";"True";"False";"False";"0";"";"AS26";"1993";"23.06.1999";"United Kingdom";"";"";"";"";"";"";"";"";
"ASH 31 Mi";"EASA";"Gliders and Powered Gliders";"1";"0";"700,00";"True";"False";"False";"0";"";"GLID";"2011";"23.06.2011";"";"";"";"";"";"";"";"";"";
"ASK 21";"EASA";"Gliders and Powered Gliders";"1";"1";"600,00";"True";"False";"False";"0";"";"GLID";"1980";"15.01.1981";"";"";"";"";"";"";"";"";"";
"ASK 21";"EASA";"Gliders and Powered Gliders";"1";"1";"600,00";"True";"False";"False";"0";"";"GLID";"1990";"15.06.1990";"Germany";"";"";"";"";"";"";"";"";
"ASK 21";"EASA";"Gliders and Powered Gliders";"1";"1";"600,00";"True";"False";"False";"0";"";"GLID";"2001";"27.03.2002";"Germany";"";"";"";"";"";"";"";"";
"ASK 21";"EASA";"Gliders and Powered Gliders";"1";"1";"600,00";"True";"False";"False";"0";"";"GLID";"1987";"26.04.1988";"Germany";"";"";"";"";"";"";"";"";
"ASK 21";"EASA";"Gliders and Powered Gliders";"1";"1";"600,00";"True";"False";"False";"0";"";"GLID";"1988";"28.06.1988";"Germany";"";"";"";"";"";"";"";"";
"ASK 23";"EASA";"Gliders and Powered Gliders";"1";"0";"378,00";"True";"False";"False";"0";"";"GLID";"1985";"10.09.1985";"Germany";"";"";"";"";"";"";"";"";
"ASK 23 B";"EASA";"Gliders and Powered Gliders";"1";"0";"360,00";"True";"False";"False";"0";"";"GLID";"1986";"12.12.1986";"Germany";"";"";"";"";"";"";"";"";
"ASK 23 B";"EASA";"Gliders and Powered Gliders";"1";"0";"360,00";"True";"False";"False";"0";"";"GLID";"1986";"21.07.1986";"Germany";"";"";"";"";"";"";"";"";
"ASK-13";"EASA";"Gliders and Powered Gliders";"1";"1";"480,00";"True";"False";"False";"0";"";"GLID";"1971";"07.05.1971";"Germany";"";"";"";"";"";"";"";"";
"ASK-13";"EASA";"Gliders and Powered Gliders";"1";"1";"480,00";"True";"False";"False";"0";"";"GLID";"1971";"29.03.1972";"";"";"";"";"";"";"";"";"";
"ASK-14";"EASA";"Gliders and Powered Gliders";"1";"0";"360,00";"True";"False";"False";"1";"1";"GLID";"1968";"27.06.1974";"";"Hirth Motoren Kg";"Hirth F 10 K 1A";"";"";"";"";"";"";
"ASK-21";"EASA";"Gliders and Powered Gliders";"1";"1";"600,00";"True";"False";"False";"0";"";"GLID";"1982";"09.08.1982";"Germany";"";"";"";"";"";"";"";"";
"ASK-21";"EASA";"Gliders and Powered Gliders";"1";"1";"600,00";"True";"False";"False";"0";"";"GLID";"1980";"26.08.1980";"Germany";"";"";"";"";"";"";"";"";
"ASK-21";"EASA";"Gliders and Powered Gliders";"1";"1";"600,00";"True";"False";"False";"0";"";"GLID";"1985";"27.08.1985";"";"";"";"";"";"";"";"";"";
"ASK-21";"EASA";"Gliders and Powered Gliders";"1";"1";"600,00";"True";"False";"False";"0";"";"GLID";"1982";"17.03.1983";"";"";"";"";"";"";"";"";"";
"ASK-21";"EASA";"Gliders and Powered Gliders";"1";"1";"600,00";"True";"False";"False";"0";"";"GLID";"1983";"04.05.1984";"Germany";"";"";"";"";"";"";"";"";
"ASK-21";"EASA";"Gliders and Powered Gliders";"1";"1";"600,00";"True";"False";"False";"0";"";"GLID";"1983";"04.05.1984";"Germany";"";"";"";"";"";"";"";"";
"Astir CS";"EASA";"Gliders and Powered Gliders";"1";"0";"450,00";"True";"False";"False";"0";"";"GLID";"1976";"19.03.2002";"Germany";"";"";"";"";"";"";"";"";
"Astir CS";"EASA";"Gliders and Powered Gliders";"1";"0";"450,00";"True";"False";"False";"0";"";"GLID";"1976";"22.03.2004";"Denmark";"";"";"";"";"";"";"";"";
"Astir CS";"EASA";"Gliders and Powered Gliders";"1";"0";"380,00";"True";"False";"False";"0";"";"GLID";"1977";"26.10.2009";"Sweden";"";"";"";"";"";"";"";"";
"Astir CS Jeans";"EASA";"Gliders and Powered Gliders";"1";"0";"450,00";"True";"False";"False";"0";"";"GLID";"1978";"25.02.1997";"Sweden";"";"";"";"";"";"";"";"";
"Astir CS Jeans";"EASA";"Gliders and Powered Gliders";"1";"0";"380,00";"True";"False";"False";"0";"";"GLID";"1977";"05.04.1982";"Germany";"";"";"";"";"";"";"";"";
"Astir CS Jeans";"EASA";"Gliders and Powered Gliders";"1";"0";"380,00";"True";"False";"False";"0";"";"GLID";"1979";"03.08.1979";"Germany";"";"";"";"";"";"";"";"";
"Astir CS Jeans";"EASA";"Gliders and Powered Gliders";"1";"0";"380,00";"True";"False";"False";"0";"";"GLID";"1978";"01.08.1978";"";"";"";"";"";"";"";"";"";
"Astir CS Jeans";"EASA";"Gliders and Powered Gliders";"1";"0";"380,00";"True";"False";"False";"0";"";"GLID";"1979";"31.05.1979";"";"";"";"";"";"";"";"";"";
"ASW 19 B";"EASA";"Gliders and Powered Gliders";"1";"0";"454,00";"True";"False";"False";"0";"";"GLID";"1978";"15.01.2020";"Netherlands";"";"";"";"";"";"";"";"";
"ASW 19 B";"EASA";"Gliders and Powered Gliders";"1";"0";"454,00";"True";"False";"False";"0";"";"GLID";"1980";"20.07.1992";"";"";"";"";"";"";"";"";"";
"ASW 19 B";"EASA";"Gliders and Powered Gliders";"1";"0";"454,00";"True";"False";"False";"0";"";"GLID";"1978";"11.05.1979";"";"";"";"";"";"";"";"";"";
"ASW 20";"EASA";"Gliders and Powered Gliders";"1";"0";"454,00";"True";"False";"False";"0";"";"GLID";"1979";"22.05.1979";"Germany";"";"";"";"";"";"";"";"";
"ASW 20";"EASA";"Gliders and Powered Gliders";"1";"0";"454,00";"True";"False";"False";"0";"";"GLID";"1980";"02.06.1981";"";"";"";"";"";"";"";"";"";
"ASW 20";"EASA";"Gliders and Powered Gliders";"1";"0";"454,00";"True";"False";"False";"0";"";"GLID";"1979";"21.03.1983";"Germany";"";"";"";"";"";"";"";"";
"ASW 20 BL";"EASA";"Gliders and Powered Gliders";"1";"0";"525,00";"True";"False";"False";"0";"";"GLID";"1987";"13.07.1987";"Germany";"";"";"";"";"";"";"";"";
"ASW 27-18";"EASA";"Gliders and Powered Gliders";"1";"1";"600,00";"True";"False";"False";"0";"";"GLID";"2009";"29.06.2009";"Germany";"";"";"";"";"";"";"";"";
"ASW 27-18 E";"EASA";"Gliders and Powered Gliders";"1";"0";"600,00";"True";"False";"False";"1";"1";"GLID";"2007";"05.04.2007";"Germany";"Solo Kleinmotoren GmbH";"SOLO 2350";"";"";"";"";"";"";
"ASW 27-18 E";"EASA";"Gliders and Powered Gliders";"1";"0";"600,00";"True";"False";"False";"1";"1";"GLID";"2014";"13.02.2015";"Germany";"Solo Kleinmotoren GmbH";"SOLO 2350";"";"";"";"";"";"";
"ASW 28";"EASA";"Gliders and Powered Gliders";"1";"0";"525,00";"True";"False";"False";"0";"";"GLID";"2008";"28.05.2018";"Germany";"";"";"";"";"";"";"";"";
"ASW 28-18";"EASA";"Gliders and Powered Gliders";"1";"0";"575,00";"True";"False";"False";"0";"";"GLID";"2003";"15.02.2018";"Germany";"";"";"";"";"";"";"";"";
"ASW-15B";"EASA";"Gliders and Powered Gliders";"1";"0";"408,00";"True";"False";"False";"0";"";"GLID";"1975";"14.05.1975";"Germany";"";"";"";"";"";"";"";"";
"ASW-20C";"EASA";"Gliders and Powered Gliders";"1";"1";"454,00";"True";"False";"False";"0";"";"GLID";"1984";"18.10.2012";"";"";"";"";"";"";"";"";"";
"ASW-24";"EASA";"Gliders and Powered Gliders";"1";"0";"500,00";"True";"False";"False";"0";"";"GLID";"1988";"20.04.1989";"Germany";"";"";"";"";"";"";"";"";
"ASW-24";"EASA";"Gliders and Powered Gliders";"1";"0";"500,00";"True";"False";"False";"0";"";"GLID";"1989";"18.04.1990";"Germany";"";"";"";"";"";"";"";"";
"ASW-24";"EASA";"Gliders and Powered Gliders";"1";"0";"500,00";"True";"False";"False";"0";"";"GLID";"1994";"11.05.1994";"Germany";"";"";"";"";"";"";"";"";
"ATE-3";"Annex I";"Autogiros";"1";"0";"259,00";"False";"False";"False";"1";"1";"GYRO";"1975";"30.06.1977";"";"Experimental";"Volkswagen VW 1600";"";"";"";"";"";"";
"ATEC 122 Zephyr";"Annex I";"Ultralights";"1";"1";"473,00";"False";"False";"False";"1";"1";"ULAC";"2011";"05.04.2011";"Czech Republic";"Bombardier-Rotax GmbH";"Rotax 912 UL";"";"";"";"";"";"";
"ATEC 122 Zephyr";"Annex I";"Ultralights";"1";"1";"473,00";"False";"False";"False";"1";"1";"ULAC";"2017";"19.05.2017";"";"Bombardier-Rotax GmbH";"Rotax 912 UL";"";"";"";"";"";"";
"ATEC 122 Zephyr";"Annex I";"Ultralights";"1";"1";"473,00";"False";"False";"False";"1";"1";"ULAC";"2008";"19.12.2008";"Czech Republic";"Bombardier-Rotax GmbH";"Rotax 912 UL";"";"";"";"";"";"";
"ATEC 122 Zephyr";"Annex I";"Ultralights";"1";"1";"473,00";"False";"False";"False";"1";"1";"ULAC";"2007";"18.01.2008";"Czech Republic";"Bombardier-Rotax GmbH";"Rotax 912 UL";"";"";"";"";"";"";
"ATEC 122 Zephyr";"Annex I";"Ultralights";"1";"1";"473,00";"False";"False";"False";"1";"1";"ULAC";"2007";"02.06.2010";"Czech Republic";"Bombardier-Rotax GmbH";"Rotax 912 UL";"";"";"";"";"";"";
"ATEC 122 Zephyr";"Annex I";"Ultralights";"1";"1";"473,00";"False";"False";"False";"1";"1";"ULAC";"2007";"02.06.2010";"Czech Republic";"Bombardier-Rotax GmbH";"Rotax 912 UL";"";"";"";"";"";"";
"ATEC 321 FAETA";"Annex I";"Ultralights";"1";"1";"473,00";"False";"False";"False";"1";"1";"ULAC";"2009";"10.07.2009";"Czech Republic";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"ATEC 321 FAETA NG";"Annex I";"Ultralights";"1";"1";"600,00";"False";"False";"False";"1";"1";"ULAC";"2021";"22.04.2021";"Czech Republic";"Bombardier-Rotax GmbH";"Rotax 912 iS";"";"";"";"";"";"";
"ATOL 500";"Annex I";"Ultralights";"1";"1";"495,00";"False";"False";"False";"1";"1";"ULAC";"";"01.09.2004";"";"Bombardier-Rotax GmbH";"Rotax 582 UL";"";"";"";"";"";"";
"ATOL 625 SF Amfibio";"Annex I";"Airplanes";"1";"1";"675,00";"False";"False";"False";"1";"1";"EXP";"2003";"05.05.2010";"";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Atol Aurora";"EASA";"Airplanes";"1";"1";"650,00";"True";"False";"False";"1";"1";"";"2019";"31.10.2019";"";"BRP-Powertrain GmbH & Co KG";"Rotax 912iS";"";"";"";"";"";"";
"ATR 72-212A";"EASA";"Airplanes";"2";"74";"23000,00";"False";"False";"True";"2";"2";"AT72";"2007";"30.01.2007";"France";"Pratt & Whitney Canada Inc.";"PW127M";"Pratt & Whitney Canada Inc.";"PW127M";"";"";"";"";
"ATR 72-212A";"EASA";"Airplanes";"2";"74";"23000,00";"False";"False";"True";"2";"2";"AT72";"2007";"16.03.2007";"France";"Pratt & Whitney Canada Inc.";"PW127F";"Pratt & Whitney Canada Inc.";"PW127F";"";"";"";"";
"ATR 72-212A";"EASA";"Airplanes";"2";"74";"23000,00";"False";"False";"True";"2";"2";"AT72";"2007";"15.10.2007";"France";"Pratt & Whitney Canada Inc.";"PW127F";"Pratt & Whitney Canada Inc.";"PW127F";"";"";"";"";
"ATR 72-212A";"EASA";"Airplanes";"2";"74";"23000,00";"False";"False";"True";"2";"2";"AT72";"2007";"19.11.2007";"France";"Pratt & Whitney Canada Inc.";"PW127M";"Pratt & Whitney Canada Inc.";"PW127M";"";"";"";"";
"ATR 72-212A";"EASA";"Airplanes";"2";"74";"23000,00";"False";"False";"True";"2";"2";"AT72";"2008";"02.06.2008";"France";"Pratt & Whitney Canada Inc.";"PW127M";"Pratt & Whitney Canada Inc.";"PW127M";"";"";"";"";
"ATR 72-212A";"EASA";"Airplanes";"2";"74";"23000,00";"False";"False";"True";"2";"2";"AT72";"2008";"24.10.2008";"France";"Pratt & Whitney Canada Inc.";"PW127M";"Pratt & Whitney Canada Inc.";"PW127M";"";"";"";"";
"ATR 72-212A";"EASA";"Airplanes";"2";"74";"23000,00";"False";"False";"True";"2";"2";"AT72";"2009";"09.10.2009";"France";"Pratt & Whitney Canada Inc.";"PW127M";"Pratt & Whitney Canada Inc.";"PW127M";"";"";"";"";
"ATR 72-212A";"EASA";"Airplanes";"2";"74";"23000,00";"False";"False";"True";"2";"2";"AT72";"2009";"17.12.2009";"France";"Pratt & Whitney Canada Inc.";"PW127M";"Pratt & Whitney Canada Inc.";"PW127M";"";"";"";"";
"ATR 72-212A";"EASA";"Airplanes";"2";"74";"23000,00";"False";"False";"True";"2";"2";"AT72";"2011";"16.05.2011";"France";"Pratt & Whitney Canada Inc.";"PW127M";"Pratt & Whitney Canada Inc.";"PW127M";"";"";"";"";
"ATR 72-212A";"EASA";"Airplanes";"2";"74";"23000,00";"False";"False";"True";"2";"2";"AT72";"2011";"23.09.2011";"France";"Pratt & Whitney Canada Inc.";"PW127M";"Pratt & Whitney Canada Inc.";"PW127F";"";"";"";"";
"ATR 72-212A";"EASA";"Airplanes";"2";"74";"23000,00";"False";"False";"True";"2";"2";"AT72";"2011";"16.11.2011";"France";"Pratt & Whitney Canada Inc.";"PW127M";"Pratt & Whitney Canada Inc.";"PW127F";"";"";"";"";
"ATR 72-212A";"EASA";"Airplanes";"2";"74";"23000,00";"False";"False";"True";"2";"2";"AT72";"2012";"22.10.2012";"France";"Pratt & Whitney Canada Inc.";"PW127M";"Pratt & Whitney Canada Inc.";"PW127M";"";"";"";"";
"Auster 6A";"Annex I";"Airplanes";"1";"2";"1066,00";"False";"False";"False";"1";"1";"EXPE";"1946";"11.10.1985";"";"The de Havilland Engine Co";"Gipsy Major 10MK2";"";"";"";"";"";"";
"Auster 6A";"Annex I";"Airplanes";"1";"2";"1066,00";"False";"False";"False";"1";"1";"AUS6";"1964";"08.04.1976";"";"Textron Lycoming";"Lycoming O-360-A3A";"";"";"";"";"";"";
"Auster AOP V mod.";"Annex I";"Airplanes";"1";"1";"840,00";"False";"False";"False";"1";"1";"EXPE";"2013";"11.03.2013";"";"Textron Lycoming";"Lycoming O-320-A2B";"";"";"";"";"";"";
"Auster J5V Series 160";"Annex I";"Airplanes";"1";"3";"1111,00";"False";"False";"False";"1";"1";"ACAR";"1956";"19.10.2010";"United Kingdom";"Textron Lycoming";"Lycoming O-320-B2C";"";"";"";"";"";"";
"Auster Mk 5 Mod.";"Annex I";"Airplanes";"1";"2";"860,00";"False";"False";"False";"1";"1";"EXPE";"2014";"27.02.2014";"";"Textron Lycoming";"Lycoming O-320";"";"";"";"";"";"";
"Auster V Mod.";"Annex I";"Airplanes";"1";"1";"865,00";"False";"False";"False";"1";"1";"AUS5";"1945";"11.05.1981";"";"Textron Lycoming";"Lycoming O-320-A2B";"";"";"";"";"";"";
"AW119 MKII";"Others";"Helicopters";"1";"6";"2850,00";"False";"False";"False";"1";"";"A119";"2009";"12.08.2010";"United States";"Pratt & Whitney Canada Inc.";"PT6B-37A";"";"";"";"";"";"";
"AW119 MKII";"Others";"Helicopters";"1";"6";"2850,00";"False";"False";"False";"1";"";"A119";"2010";"14.01.2011";"United States";"Pratt & Whitney Canada Inc.";"PT6B-37A";"";"";"";"";"";"";
"AW119 MKII";"Others";"Helicopters";"1";"6";"2850,00";"False";"False";"False";"1";"";"A119";"2011";"17.06.2011";"United States";"Pratt & Whitney Canada Inc.";"PT6B-37A";"";"";"";"";"";"";
"AW119 MKII";"Others";"Helicopters";"1";"6";"2850,00";"False";"False";"False";"1";"";"A119";"2011";"28.07.2011";"United States";"Pratt & Whitney Canada Inc.";"PT6B-37A";"";"";"";"";"";"";
"AW139";"EASA";"Helicopters";"1";"15";"6800,00";"False";"False";"False";"2";"";"";"2008";"18.07.2011";"United States";"Pratt & Whitney Canada Inc.";"PT6C-67C";"Pratt & Whitney Canada Inc.";"PT6C-67C";"";"";"";"";
"Avia Stroitel AC-5M";"Annex I";"Gliders and Powered Gliders";"1";"0";"300,00";"False";"False";"False";"1";"1";"EXPE";"2008";"23.04.2012";"";"Compact Radial Engines";"MZ35R";"";"";"";"";"";"";
"Avid Amphibian-UL";"Annex I";"Ultralights";"1";"1";"495,00";"False";"False";"False";"1";"1";"ULAC";"1992";"26.01.2009";"Sweden";"Bombardier-Rotax GmbH";"Rotax 582";"";"";"";"";"";"";
"Avid Flyer Aerobat";"Annex I";"Airplanes";"1";"1";"576,00";"False";"False";"False";"1";"1";"EXPE";"1995";"02.04.2012";"Sweden";"Jabiru Aircraft Pty Ltd";"Jabiru 2200";"";"";"";"";"";"";
"Avid Flyer MK IV HH";"Annex I";"Airplanes";"1";"1";"521,00";"False";"False";"False";"1";"1";"EXPE";"1993";"11.08.2021";"";"Bombardier-Rotax GmbH";"Rotax 912 UL";"";"";"";"";"";"";
"Avid Flyer Speedwing";"Annex I";"Airplanes";"1";"1";"386,00";"False";"False";"False";"1";"1";"AVID";"1989";"10.10.1991";"";"Jabiru Aircraft Pty Ltd";"Jabiru 2200";"";"";"";"";"";"";
"Avid Hauler MK4";"Annex I";"Ultralights";"1";"1";"521,60";"False";"False";"False";"1";"1";"ULAC";"1995";"12.03.2019";"";"Bombardier-Rotax GmbH";"Rotax 912 UL";"";"";"";"";"";"";
"Avid Mark IV";"Annex I";"Airplanes";"1";"1";"522,00";"False";"False";"False";"1";"1";"EXPE";"1994";"25.03.2021";"Netherlands";"Bombardier-Rotax GmbH";"Rotax 912 UL";"";"";"";"";"";"";
"B”lkow BO 208 C Junior";"EASA";"Airplanes";"1";"1";"630,00";"True";"False";"False";"1";"1";"";"1969";"06.06.2019";"Germany";"Teledyne Continental";"Continental O-200-A";"";"";"";"";"";"";
"BB22";"EASA";"Balloons (hot-air)";"1";"4";"700,00";"True";"False";"False";"0";"";"BALL";"2004";"24.03.2004";"Czech Republic";"";"";"";"";"";"";"";"";
"BB30Z";"EASA";"Balloons (hot-air)";"1";"0";"945,00";"True";"False";"False";"0";"";"BALL";"2016";"03.06.2016";"";"";"";"";"";"";"";"";"";
"BB30Z";"EASA";"Balloons (hot-air)";"1";"0";"945,00";"True";"False";"False";"0";"";"BALL";"2007";"15.01.2008";"Czech Republic";"";"";"";"";"";"";"";"";
"BB37Z";"EASA";"Balloons (hot-air)";"1";"6";"1150,00";"False";"True";"False";"0";"";"BALL";"2003";"03.02.2015";"Germany";"";"";"";"";"";"";"";"";
"BB51Z";"EASA";"Balloons (hot-air)";"1";"0";"1690,00";"False";"True";"False";"0";"";"BALL";"2008";"11.11.2008";"Czech Republic";"";"";"";"";"";"";"";"";
"BB60Z";"EASA";"Balloons (hot-air)";"1";"0";"1940,00";"False";"True";"False";"0";"";"BALL";"2010";"26.07.2010";"Czech Republic";"";"";"";"";"";"";"";"";
"BD-100-1A10";"EASA";"Airplanes";"2";"16";"18416,00";"False";"False";"True";"2";"";"CL30";"2014";"19.02.2015";"Canada";"Honeywell International Inc.";"AS907-2-1A";"Honeywell International Inc.";"AS907-2-1A";"";"";"";"";
"Beaver RX-550";"Annex I";"Ultralights";"1";"1";"427,00";"False";"False";"False";"1";"1";"ULAC";"1989";"06.10.1994";"";"Bombardier-Rotax GmbH";"Rotax 532";"";"";"";"";"";"";
"Beaver RX-550";"Annex I";"Ultralights";"1";"1";"431,00";"False";"False";"False";"1";"1";"ULAC";"1990";"15.06.1993";"";"Bombardier-Rotax GmbH";"Rotax 532 LC";"";"";"";"";"";"";
"Beaver RX-650";"Annex I";"Ultralights";"1";"1";"450,00";"False";"False";"False";"1";"1";"ULAC";"1990";"19.05.1994";"";"Bombardier-Rotax GmbH";"Rotax 582";"";"";"";"";"";"";
"Beaver RX-650";"Annex I";"Ultralights";"1";"1";"450,00";"False";"False";"False";"1";"1";"ULAC";"1991";"14.06.1993";"";"Bombardier-Rotax GmbH";"Rotax 582";"";"";"";"";"";"";
"Beaver RX-650 Mod.";"Annex I";"Ultralights";"1";"1";"450,00";"False";"False";"False";"1";"1";"ULAC";"1991";"03.11.1994";"";"Jabiru Aircraft Pty Ltd";"Jabiru 2200";"";"";"";"";"";"";
"Beechcraft 35-B33";"EASA";"Airplanes";"1";"3";"1360,00";"False";"True";"False";"1";"1";"BE33";"1964";"10.08.1964";"";"Teledyne Continental";"Continental IO-470-K";"";"";"";"";"";"";
"Beechcraft A23-19";"EASA";"Airplanes";"1";"3";"1000,00";"True";"False";"False";"1";"1";"BE23";"1966";"01.06.2006";"";"Textron Lycoming";"Lycoming O-320-E2A";"";"";"";"";"";"";
"Beechcraft A36";"EASA";"Airplanes";"1";"3";"1656,00";"False";"True";"False";"1";"1";"BE36";"1987";"28.07.1987";"";"Teledyne Continental";"Continental IO-550-B";"";"";"";"";"";"";
"Beechcraft A36";"EASA";"Airplanes";"1";"3";"1656,00";"False";"True";"False";"1";"1";"BE36";"1987";"10.09.1987";"";"Teledyne Continental";"Continental IO-550-B";"";"";"";"";"";"";
"Beechcraft A36";"EASA";"Airplanes";"1";"3";"1656,00";"False";"True";"False";"1";"1";"BE36";"1988";"14.01.2019";"Belgium";"Teledyne Continental";"Continental IO-550-B";"";"";"";"";"";"";
"Beechcraft A60";"EASA";"Airplanes";"1";"5";"3159,00";"False";"False";"False";"2";"2";"BE60";"1972";"04.02.1982";"";"Textron Lycoming";"Lycoming TIO-541-E1C4";"Textron Lycoming";"Lycoming TIO-541-E1C4";"";"";"";"";
"Beechcraft B60";"EASA";"Airplanes";"1";"5";"3073,00";"False";"False";"False";"2";"2";"BE60";"1978";"18.02.1987";"";"Textron Lycoming";"Lycoming TIO-541-E1C4";"Textron Lycoming";"Lycoming TIO-541-E1C4";"";"";"";"";
"Bell 206B";"EASA";"Helicopters";"1";"4";"1451,00";"False";"False";"False";"1";"";"B06";"1992";"16.07.2020";"Poland";"Allison Gas Turbine Division (G.M.C)";"Allison 250-C20J";"";"";"";"";"";"";
