MMSI,IMO,Status,Name,Callsign,Type,Build Date,Gross Tonnage,Flag,Owner IMO Number,ITU VIN
232001480,9050797,In Service,SD IMPULSE,GCOW,Tug,1993,319,United Kingdom,,
232001490,9050802,In Service,SD IMPETUS,GCOX,Tug,1993,319,United Kingdom,,
232001550,,Not Found,BALMORAL,MDMZ,,,,,,
232001580,9051284,In Service,CALEDONIAN ISLES,MRAB8,Ro-Ro/Passenger Ship,1993,"5,221",United Kingdom,,
232001610,9064176,In Service,UKD MARLIN,MSBK2,Suction Dredger,1993,"2,692",United Kingdom,,
232001670,,Not Found,PRIDE OF DOVER,GJCR,,,,,,
232001710,,Not Found,PRIDE OF CALAIS,GJLY,Passenger,,,United Kingdom,,
232001770,,Not Found,CRAMOND,MSKB2,Tug,,448,United Kingdom,,
232001790,9067271,In Service,DALMENY,MSXE3,Fire Fighting Vessel,1994,449,United Kingdom,,
232001890,,In Service,RNLI LIFEBOAT 17 51,GFKZ,SAR,,,United Kingdom,,
232001910,,In Service,RNLI LIFEBOOT 17 03,2VHN,SAR,,,United Kingdom,,
232001940,,In Service,RNLI LIFEBOOT 17 04,N/A,SAR,,,United Kingdom,,
232001970,,In Service,RNLI LIFEBOAT 14 08,2ERC,SAR,,,United Kingdom,,
232002070,,Not Found,THRAX,MSLM8,Tug,,540,United Kingdom,,
232002143,9114945,In Service,TYSTIE,MVGH7,Tug,1996,797,United Kingdom,,
232002144,9114957,In Service,DUNTER,MVGI7,Tug,1996,797,United Kingdom,,
232002147,,Not Found,EAGLE,MPEK8,Cargo,,3,United Kingdom,,
232002153,,Not Found,FALCON,MPER7,Cargo,,2,United Kingdom,,
232002159,8510295,In Service,MARTIN,GGCA,General Cargo,1986,794,United Kingdom,,
232002165,8804787,In Service,SWIFT,MKZA7,General Cargo,1989,794,United Kingdom,,
232002240,,In Service,ADES 28 12 16,MLHQ6,SAR,,,United Kingdom,,
232002290,,In Service,ARWEN MYRTLE,2EQY,Passenger,1991,14,United Kingdom,,
232002350,,In Service,RNLI LIFEBOAT 14 11,2EQW,SAR,1995,,United Kingdom,,
232002370,,In Service,RNLI LIFEBOAT 14 14,MJCG6,SAR,1994,25,United Kingdom,,
232002380,,In Service,RNLI LIFEBOAT 14 15,MAWD,SAR,,,United Kingdom,,
232002390,,In Service,RNLI LIFEBOAT 14 16,2IPX,SAR,,,United Kingdom,,
232002440,,In Service,RNLI LIFEBOAT 17 05,GJFK,SAR,,,United Kingdom,,
232002450,,In Service,RNLI LIFEBOAT 17 06,GFYT,SAR,,,United Kingdom,,
232002460,,In Service,RNLI LIFEBOAT 17 07,MBSY6,SAR,,,United Kingdom,,
232002470,,In Service,RNLI LIFEBOAT 17 08,2EBR,SAR,,,United Kingdom,,
232002480,,In Service,RNLI LIFEBOAT 17 09,2ERA,SAR,,,United Kingdom,,
232002490,,In Service,RNLI LIFEBOAT 17 10,2SHV,SAR,,,United Kingdom,,
232002521,9085974,In Service,ISLE OF LEWIS,MVNP4,Ro-Ro/Passenger Ship,1995,"6,753",United Kingdom,,
232002562,9080194,In Service,ONE WORLD KARADENIZ,MVBD8,High Speed Craft,1996,"19,638",United Kingdom,,
232002582,,In Service,RNLI LIFEBOAT 14 21,2LRN,SAR,,,United Kingdom,,
232002583,,In Service,RNLI LIFEBOAT 14 22,MBLZ,SAR,,,United Kingdom,,
232002584,,In Service,RNLI LIFEBOAT 14 23,MCUW7,SAR,,,United Kingdom,,
232002590,,In Service,RNLI LIFEBOAT 12 35,2VAN,SAR,,,United Kingdom,,
232002653,8807600,In Service,SD WARDEN,GACZ,Mooring Vessel,1989,691,United Kingdom,,
232002681,,Not Found,STRADA CORSA,GZOL,,,,United Kingdom,,
232002697,9144122,In Service,MILLGARTH,MWIS6,Tug,1997,374,United Kingdom,,
232002698,9144110,In Service,ANGLEGARTH,MWIT6,Tug,1996,374,United Kingdom,,
232002720,9140865,In Service,HOPETOUN,MWVX6,Fire Fighting Vessel,1997,947,United Kingdom,,
232002803,9143427,In Service,UKD BLUEFIN,MWZL7,Suction Dredger,1997,"4,171",United Kingdom,,
232002807,9141754,In Service,CITY OF CARDIFF,MWBY8,Hopper Dredger,1997,"2,074",United Kingdom,,
232002833,,In Service,HMS DARING,GPLA,Military Ops,,,United Kingdom,,
232002842,8516562,In Service,CARLY,GABV,Landing Craft,1987,185,United Kingdom,,
232002848,,In Service,LESLIE ANNE,GABX,Cargo,1987,185,United Kingdom,,
232002893,9365104,In Service,FS ARENDAL,MAAR9,Supply Vessel,2006,"2,579",United Kingdom,,
232002895,,Not Found,FS BERGEN,MAAS3,Other,,,,,
232002896,,Not Found,FS KRISTIANSAND,MAAS7,Supply,,,,,
232002939,8401482,In Service,SD POWERFUL,GAAG,Tug,1985,384,United Kingdom,,
232002969,9729180,In Service,COTSWOLD,MABF5,Bulk Carrier,2016,"93,488",United Kingdom,,
232002970,,Not Found,WATERFORD,MABF6,,,"94,385",United Kingdom,,
232002990,9614141,In Service,MAJESTIC PRINCESS,MABI4,Passenger Ship,2017,"144,216",United Kingdom,,
232003000,,Not Found,STENA DEE,GDBM,,,"12,882",United Kingdom,,
232003036,,Not Found,BW CANOLA,MABP9,Bulk Carrier,,,United Kingdom,,
232003049,,In Service,RNLI LIFEBOAT 17 11,2APW,SAR,,,United Kingdom,,
232003050,,In Service,RNLI LIFEBOAT 17 12,GJCQ,SAR,,,United Kingdom,,
232003051,,In Service,RNLI LIFEBOAT 17 13,GLJT,SAR,,,United Kingdom,,
232003052,,In Service,RNLI LIFEBOAT 17 14,,SAR,,,United Kingdom,,
232003081,9141766,In Service,CITY OF CHICHESTER,MXGH3,Hopper Dredger,1997,"2,074",United Kingdom,,
232003116,,In Service,BENFLEET,GQZH,Pilot Vessel,,,United Kingdom,,
232003117,,Not Found,SVITZER LACEBY,MMHH9,Tug,,,United Kingdom,,
232003119,8919207,In Service,SVITZER CECILIA,MNXE5,Tug,1991,364,United Kingdom,,
232003120,8919180,In Service,SVITZER KATHLEEN,MMWE7,Tug,1991,364,United Kingdom,,
232003133,,In Service,RNLI LIFEBOAT 17 15,MLSJ2,SAR,,,United Kingdom,,
232003134,,In Service,RNLI LIFEBOAT 17 16,MCQT8,SAR,,,United Kingdom,,
232003135,,In Service,RNLI LIFEBOAT 17 17,MRZU,SAR,,,United Kingdom,,
232003136,,In Service,RNLI LIFEBOAT 17 18,VQGT7,SAR,,,United Kingdom,,
232003139,,In Service,RNLI LIFEBOAT 17 19,2VHP,SAR,,,United Kingdom,,
232003140,,In Service,RNLI LIFEBOAT 17 20,2YBK,SAR,,,United Kingdom,,
232003141,,In Service,RNLI LIFEBOAT 17 21,GLFE,SAR,,,United Kingdom,,
232003142,,In Service,RNLI LIFFBOAT 17 22,GFWU,SAR,,,United Kingdom,,
232003225,9808405,In Service,KIRKELLA,MACF3,Trawler,2018,"3,976",United Kingdom,,
232003233,8914685,In Service,MERCIA,MMJY5,Tug,1990,449,United Kingdom,,
232003278,8902905,In Service,ARCO DART,MLXX3,Suction Dredger,1990,"1,309",United Kingdom,,
232003288,9158953,In Service,CLANSMAN,MXXG8,Ro-Ro/Passenger Ship,1998,"5,499",United Kingdom,,
232003298,,Not Found,PUTFORD WORKER,GVHQ,Supply,,,,,
232003301,,Not Found,PUTFORD ROVER,MWUS6,Supply,,"1,294",United Kingdom,,
232003319,7502954,In Service,PUTFORD VIKING,GVOY,Standby Safety Vessel,1976,"1,492",United Kingdom,,
232003321,,Not Found,BPOS HARVESTER,GQUX,Standby/Safety,,,,,
232003326,7501895,In Service,PUTFORD ACHATES,MLDJ9,Offshore Supply Ship,1976,"1,043",United Kingdom,,
232003327,,Not Found,PUTFORD ACHILLES,MMNK8,Supply,,,,,
232003328,7501900,In Service,PUTFORD AJAX,MLRD6,Offshore Supply Ship,1976,"1,043",United Kingdom,,
232003329,7502966,In Service,PUTFORD ARIES,GWAS,Offshore Supply Ship,1977,"1,829",United Kingdom,,
232003330,,Not Found,PUTFORD ARTEMIS,MQSW9,Supply,,,,,
232003331,,Not Found,PUTFORD ATHENA,MQDW9,Supply,,,,,
232003332,,Not Found,PUTFORD GUARDIAN,GXVR,Standby/Safety,,,,,
232003334,,Not Found,PUTFORD PUFFIN,MQAT2,Supply,,,,,
232003336,6712514,In Service,PUTFORD SHORE,GVXE,Offshore Supply Ship,1967,638,United Kingdom,,
232003337,,Not Found,PUTFORD SKY,GWMA,Supply,,,,,
232003353,9238399,In Service,CELTIC VENTURE,MACN5,General Cargo,2002,"2,999",United Kingdom,,
232003437,,Not Found,ARDENT,GDFV,General Cargo,,,,,
232003478,,Not Found,TIRRICK,GDBP,Tug,,,United Kingdom,,
232003479,,Not Found,SHALDER,GDCL,Tug,,,United Kingdom,,
232003486,9783253,In Service,ANTARES,MACW7,Fishing Vessel,2016,"2,974",United Kingdom,,
232003506,8611491,In Service,WELSH PIPER,MGKA8,Dredger,1987,"1,251",United Kingdom,,
232003521,7726861,In Service,BEN MAYE,MVNW3,General Cargo,1979,548,United Kingdom,,
232003534,9713222,In Service,BERGE RISHIRI,MADD2,Bulk Carrier,2017,"21,530",United Kingdom,,
232003571,,Not Found,BW DURUM,MADG3,,,6,United Kingdom,,
232003580,9174127,In Service,SAND FULMAR,MYTP4,Hopper Dredger,1998,"5,307",United Kingdom,,
232003585,8216021,In Service,VOS RAASAY,MWGF5,Offshore Supply Ship,1983,"1,328",United Kingdom,,
232003642,8102476,In Service,RONEZ,GCJP,Cement Carrier,1982,870,United Kingdom,,
232003682,7396563,In Service,VOS DEE,MKKU9,Supply Vessel,1974,"1,104",United Kingdom,,
232003690,1002495,In Service,LORD NELSON,GHJV,Sailing Vessel,1986,368,United Kingdom,,
232003707,,Not Found,GRASSHOPPER,MADN9,Bulk Carrier,,,,,
232003765,,Not Found,ISIS,GXZW,General Cargo,,24,United Kingdom,,
232003773,,Not Found,BURHOU I,GZHN,,,24,United Kingdom,,
232003788,9735036,In Service,BW MAGELLAN,MADV5,LPG Tanker,2016,"48,542",United Kingdom,,
232003818,,In Service,MORNING STAR,MQGF,Sailing Vessel,,,United Kingdom,,
232003847,7703053,In Service,SD WATERMAN,GXHF,Water Tanker,1978,290,United Kingdom,,
232003890,,Not Found,FAR STRIDER,MYFS6,,,23,United Kingdom,,
232003994,6811059,In Service,CHERRY SAND,GYTL,Grab Hopper Dredger,1968,"1,061",United Kingdom,,
232004100,9735048,In Service,BW MALACCA,MAES7,LPG Tanker,2016,"49,131",United Kingdom,,
232004130,8700553,In Service,KORNELIS JAN,MYMZ6,Trawler,1987,390,United Kingdom,,
232004139,,Not Found,ARCO HUMBER,GRAL,Dredger,,10,United Kingdom,,
232004160,9191084,In Service,ANDROMEDA BF437,MY006,Trawler,1999,201,United Kingdom,,
232004165,,Not Found,THORNGARTH,MPHP5,,,365,United Kingdom,,
232004294,,Not Found,ATLANTIC SUN,MAEK8,Container,,23,United Kingdom,,
232004332,,Not Found,SCOT RANGER,MZKS5,General Cargo,,,,,
232004359,9253856,In Service,OPTIMANA,MAFM8,Cargo/Containership,2003,"38,910",United Kingdom,,
232004389,,Not Found,FORTUNE SYMPHONY,MAFP6,N/A,,,,,
232004396,,In Service,RNLI LIFEBOAT 14 29,MHOW,SAR,,,United Kingdom,,
232004399,,In Service,RNLI LIFEBOAT 17 24,2IJR,SAR,2000,,United Kingdom,,
232004401,,In Service,RNLI LIFEBOAT 17 25,2MJP,SAR,,,United Kingdom,,
232004402,,Not Found,RNLI LIFEBOAT 17 26,MBSA3,Lifeboat,,,United Kingdom,,
232004404,,In Service,RNLI LIFEBOAT 14 31,2PJY,SAR,,,United Kingdom,,
232004405,,In Service,RNLI LIFEBOAT 14-32,MOBB,Lifeboat,,,,,
232004406,,In Service,RNLI LIFEBOAT 17 27,MQGP,SAR,,,United Kingdom,,
232004407,,In Service,RNLI LIFEBOAT 17 28,2IKE,SAR,,,United Kingdom,,
232004408,,In Service,RNLI LIFEBOAT 17 29,2UHP,SAR,,,United Kingdom,,
232004409,,In Service,RNLI LIFEBOAT 17 30,MBEB,SAR,,,United Kingdom,,
232004441,9066655,In Service,UKD SEAHORSE,MZCW6,Tug,2000,206,United Kingdom,,
232004453,,Not Found ,KATHRINE KOSAN,MAFV2,N/A,,,,,
232004456,,Not Found,KAMILLA KOSAN,MAFV3,LPG Tanker,,,,,
232004486,,Not Found,BEN VARREY,MZMY6,,,24,United Kingdom,,
232004490,,Not Found,MAERSK SUPPORTER,MYNR7,Tug,,,,,
232004583,,Not Found,YANTLET,MSKL9,,,,United Kingdom,,
232004616,,Not Found,EDDA PASSAT,MAGI3,Supply,,,United Kingdom,,
232004618,8820963,In Service,OCEAN QUEST FR375,MSBS6,Fishing Vessel,1989,132,United Kingdom,,
232004630,,Not Found,CITY OF AMSTERDAM,MYEU8,Vehicles Carrier,,2,United Kingdom,,
232004783,9190468,In Service,DHB DOUGHTY,MZGA8,Tug,2000,304,United Kingdom,,
232004805,,Not Found,RED BARONESS,MZIK8,,,,United Kingdom,,
232004883,,In Service,SHIFTA,MZWO8,Sailing Vessel,,,United Kingdom,,
232004936,6825842,In Service,CLUPEA,MZFS9,Salvage/Rescue Vessel,1968,231,United Kingdom,,
232004993,,Not Found,BW FLAX,MAHI9,Bulk Carrier,,"5,400",United Kingdom,,
232005015,9309978,In Service,VS LISBETH,MAHM4,Oil Products Tanker,2006,"24,048",United Kingdom,,
232005040,,Not Found,BRITISH PIONEER,MZBN2,Tanker,,6,United Kingdom,,
232005120,8701026,In Service,BRISCA,MJDW2,Fishing Vessel,1988,302,United Kingdom,,
232005149,,Not Found,MAERSK FORZA,MAIF5,Supply,,"6,500",United Kingdom,,
232005178,,Not Found,MAERSK FORZA,MAIF5,Bulk Carrier,,"6,500",United Kingdom,,
232005179,9626314,In Service,RESOLUTE BAY,MAII7,Bulk Carrier,2012,"22,664",United Kingdom,,
232005182,9745249,In Service,MAERSK HIGHLANDER,MAII9,Platform,2016,"14,454",United Kingdom,,
232005278,9709520,In Service,BERGE CHO OYU,MAIS5,Ore Carrier,2017,"134,693",United Kingdom,,
232005319,,Not Found,FS ABERDOUR,MAIW5,Supply,,,,,
232005321,,Not Found,FS ABERGELDIE,MAIW6,Supply,,,,,
232005344,,Not Found,BW EINKORN,MAIY6,Bulk Carrier,,,,,
232005512,9193795,In Service,MAERSK ATTENDER,MAKD8,Offshore Supply Ship,2000,"6,689",United Kingdom,,
232005521,9245914,In Service,MAERSK WINNER,MAKE8,Offshore Supply Ship,2003,"6,655",United Kingdom,,
232005522,,Not Found,MAERSK ACHIEVER,MAKF2,Supply,,,,,
232005533,9404235,In Service,SCOT LEADER,MAKG9,General Cargo,2007,"3,183",United Kingdom,,
232005540,,Not Found,SULA,MZYC7,N/A,,,,,
232005577,,Not Found,MAERSK NOMAD,MAKO7,Supply,,"5,903",United Kingdom,,
232005596,9735050,In Service,BW MINDORO,MAKR9,LPG Tanker,2017,"49,131",United Kingdom,,
232005600,9799290,In Service,CHANNEL CHIEFTAIN IX,MAKS5,Crew Boat,2017,149,United Kingdom,,
232005627,9798650,In Service,MO 3,MAKX9,Offshore Supply Ship,2017,149,United Kingdom,,
232005650,8662153,In Service,ALGIRE PZ199,2NYC,Fishing Vessel,1968,121,United Kingdom,,
232005753,2752060,In Service,MEDWAY,GMED,Patrol Vessel,2019,"2,453",United Kingdom,,
232005754,,Not Found,HMS Trent,GTNT,UK Navy Ship,,"1,000",United Kingdom,,
232005797,9815757,In Service,AILSA,MALZ3,Floating Storage/Production,2018,"66,654",United Kingdom,,
232005859,,Not Found,BW HAZEL,MAMH6,Bulk Carrier,,,,,
232005952,,Not Found,LENA B,MAMW5,Bulk Carrier,,"43,036",United Kingdom,,
232006030,8619948,In Service,F/V MIRANDA,MHPS3,Trawler,1987,373,United Kingdom,,
232006139,,Not Found,SOUND EXPRESS,MAOB7,Supply,,,,,
232006167,9775842,In Service,BOY ANDREW,MAOE3,Fishing,2017,293,United Kingdom,,
232006175,,Not Found,FAR STAR,MAOF2,N/A,,"3,104",United Kingdom,,
232006242,,Not Found,DHT BAUHINIA,MAOL9,Oil Tanker,,17,United Kingdom,,
232006296,9766578,In Service,BRITISH MENTOR,MAOR5,LNG Tanker,2019,"115,366",United Kingdom,,
232006297,9766566,In Service,BRITISH LISTENER,MAOR6,LNG Tanker,2019,"115,366",United Kingdom,,
232006298,9766554,In Service,BRITISH CONTRIBUTOR,MAOR7,LNG Tanker,2018,"111,000",United Kingdom,,
232006300,9766542,In Service,BRITISH ACHIEVER,MAOR9,LNG Tanker,2018,"111,000",United Kingdom,,
232006301,9766530,In Service,BRITISH PARTNER,MAOS2,LNG Tanker,2018,"115,366",United Kingdom,,
232006306,,Not Found,BW INDIGO,MAOS7,Bulk Carrier,,,,,
232006316,9198313,In Service,ATHENS STAR,MAOT6,Crude Oil Tanker,2005,"41,966",United Kingdom,,
232006324,9346378,In Service,BERGE ROSA,MAOU4,Bulk Carrier,2006,"90,085",United Kingdom,,
232006335,,Not Found,BW GALLIUM,MAOV6,N/A,,,United Kingdom,,
232006337,,Not Found,BISCAY SENTINEL,MAOV8,Supply,,"2,173",United Kingdom,,
232006364,9795763,In Service,HENK SENIOR,MAOY7,Fishing Vessel,2017,388,United Kingdom,,
232006450,7006443,In Service,G.V. ONWARD,MCPF5,Utility Vessel,1969,114,United Kingdom,,
232006483,9824320,In Service,SEACAT ENTERPRISE,MAPS9,Offshore Supply Ship,2017,127,United Kingdom,,
232006490,6819623,In Service,GENESIS II,GCFW,Trawler,1968,263,United Kingdom,,
232006500,,In Service,BLUE GATE,MGJT9,,,,United Kingdom,,
232006506,9763095,In Service,PATHWAY,MAPY2,Fishing Vessel,2017-05,"2,935",United Kingdom,,
232006508,,In Service,CMA CGM G.WASHINGTON,MAPY4,Container,,,United Kingdom,,
232006517,,In Service,EDER SANDS 17 30,MAQA5,N/A,,,United Kingdom,,
232006581,9682954,In Service,BERGE KOSCIUSZKO,MAQI7,Bulk Carrier,2014-04,"92,732",United Kingdom,,
232006590,7326051,In Service,EDER SANDS,GDNU,Fishing,1974,307,United Kingdom,,
232006625,9719252,In Service,STOLT LERK,MAQN9,Chemical/Products Tanker,2017-02,"23,124",United Kingdom,,
232006630,7126786,In Service,GUARD VESSEL ISADALE,GPIV,Fishing Vessel,1971,149,United Kingdom,,
232006648,9719264,In Service,STOLT LIND,MAQR2,Oil/Chemical Tanker,,"23,124",United Kingdom,,
232006651,9719240,In Service,STOLT APAL,MAQR7,Oil/Chemical Tanker,,"23,124",United Kingdom,,
232006679,,Not Found,STANDARD PRINCESS,MAQY2,Supply,,,,,
232006748,922227,In Service,NORDIC LONDON,MARJ7,Bulk Carrier,,"23,535",United Kingdom,,
232006760,,Not Found,GAIRA TRADER,HKUK5,Supply,,,,,
232006830,6815304,In Service,SUFFOLK CHIEFTAIN,MMFK9,"Fishing Vessel, Converted from: Standby Safety Vessel-198702, Converted from: Fishing Vessel-198100",1968-06,390,United Kingdom,,
232006840,9014523,In Service,MONTE MAZANTEU,MRQT2,Fishing Vessel,1989-11,200,United Kingdom,,
232007020,9402330,In Service,FS BALMORAL,MATE6,Platform Supply Ship,2008-05,"2,304",United Kingdom,,
232007030,9223837,In Service,MAREIXON,MSEV2,Fishing Vessel,2000-09,223,United Kingdom,,
232007052,9207053,In Service,CS RECORDER,MATL3,Cable Layer,2000-10,"6,292",United Kingdom,,
232007118,,In Service,UMOE RAPID,MATW8,High Speed Craft,,117,United Kingdom,,
232007139,9794953,In Service,GRATEFUL,MAUA2,Fishing,2017-06,"2,388",United Kingdom,,
232007140,5242964,In Service,SIR MILES,MEIZ,"Fishing Vessel, Converted from: Standby Safety Vessel-198600, Converted from: Fishing Vessel-198100",1961-08,290,United Kingdom,,
232007300,8821022,In Service,ANGELINA,MLEY5,Fishing Vessel,1989-07,244,United Kingdom,,
232007330,902815,In Service,SUNSET,MZIU7,Sailing,,493,United Kingdom,,
232007360,9750933,In Service,BERGE TOUBKAL,MAVT5,Bulk Carrier,2017-09,"109,716",United Kingdom,,
232007390,901485,In Service,FEITIZO,GJCV,N/A,,15,United Kingdom,,
232007479,9709532,In Service,BERGE ANNAPURNA,MAWN4,Ore Carrier,2017-07,"134,693",Isle of Man (United Kingdom),,
232007485,,Not found,STANDARD VIKING,MAWO5,Supply,,,,,
232007628,9459759,In Service,SKANDI SKANSEN,MAXR6,Anchor Handling Tug Supply,2011-07,"8,222",United Kingdom,,
232007700, 9213349,In Service,MINERVA,MZHB8,Fishing Vessel,2000,311,United Kingdom,,
232007932,,In Service,CMA CGM T.ROOSEVELT,MAZS3,Container,,9,United Kingdom,,
232007935,,In Service,CMA CGM J.ADAMS,MAZS9,Container,,,United Kingdom,,
232007937,,In Service,CMA CGM J.MADISON,MAZS8,Container,,,United Kingdom,,
232007939,9797383,In Service,STENA IMPERATOR,MAZS9,Chemical/Products Tanker,2017-08,"29,765",United Kingdom,,
232008019,,Not Found,BW HELIUM,MBAG6,Oil/Chemical Tanker,,,,,
232008020,9211808,In Service,FARNELLA,MZDB9,Fishing,2000-05,667,United Kingdom,,
232008023,9675963,In Service,C FENNA,MBAH3,Utility,2013-03,255,United Kingdom,,
232008100,9744893,In Service,STOLT CALLUNA,MBAU8,Chemical/Products Tanker,2017-06,"23,124",United Kingdom,,
232008101,9744908,In Service,STOLT EBONY,MBAU9,Oil/Chemical Tanker,,"23,124",United Kingdom,,
232008102,9764491,In Service,STOLT MAPLE,MBAV2,Oil/Chemical Tanker,,"23,124",United Kingdom,,
232008104,9764506,In Service,STOLT PALM,MBAV3,Oil/Chemical Tanker,,"23,124",United Kingdom,,
232008128,9806299,In Service,BERGE PHAN XI PANG,MBAZ6,Bulk Carrier,2017-05,"23,232",Isle of Man (United Kingdom),,
232008399,8355736,In Service,WINDCAT 40,MBCT7,Crew/Supply Vessel,2017-07,61,United Kingdom,,
232008600,,In Service,EDDA MISTRAL,MBEI3,Supply,,1,United Kingdom,,
232008636,9809693,In Service,VOE VANGUARD,MBEN9,Utility,2017-05,499,United Kingdom,,
232008656,9695470,In Service,TIRRICK,MBER9,Tug,2015-05,447,United Kingdom,,
232008661,9820348,In Service,SCOT NAVIGATOR,MBES8,General Cargo,2017-06,"2,571",United Kingdom,,
232008761,,Not Found,STANDARD SUPPLIER,MBFI6,Supply,,,,,
232008765,9306940,In Service,RALEIGH FISHER,MBFI9,Products Tanker,2005-01,"22,184",United Kingdom,,
232008874,9773595,In Service,BIBBY WAVEMASTER 1,MBFZ5,Offshore Supply Ship,2017,"6,241",United Kingdom,,
232008948, 9788289,In Service,KITTIWAKE,MBGN3,Tug,2017,217,United Kingdom,,
232009300,,In Service,RNLI LIFEBOAT 13 33,MBIO8,Lifeboat,,,United Kingdom,,
232009307,,In Service,RNLI LIFEBOAT 13 38,MBIP6,Lifeboat,,,United Kingdom,,
232009393,9753911,In Service,MAERSK INSTALLER,MBIZ7,Offshore Support Vessel,2017-10,"14,908",Isle of Man (United Kingdom),,
232009488,,Not Found,NORTH STACK,MHBD5,,,,,,
232009504, 8562690,In Service,SEACAT LIBERTY,MBJU5,Crew/Supply Vessel,2017-07,100,United Kingdom,,
232009611,,In Service,FAR SYMPHONY,MBKP3,Supply,,"3,743",United Kingdom,,
232010199,9799032,In Service,ROSE PG,MBOK9,Chemical/Products Tanker,2017-09,"5,211",Isle of Man (United Kingdom),,
232010295, 9797395,In Service,STENA IMPRIMIS,MBPR7,Chemical/Products Tanker,2017-10,"29,594",United Kingdom,,
232010350,9781621,In Service,GLENPARK,MBQB5,Open Hatch Cargo Ship,2017-06,"23,858",United Kingdom,,
232010560,,In Service,OOC NERZ,MBRP3,High Speed Craft,,221,United Kingdom,,
232010652,9696307,In Service,CAPALL MARA,MBSF3,Dredger,2013-04,496,United Kingdom,,
232010729,,In Service,DEJA TOO,MBSR5,Yacht,,,United Kingdom,,
232010783,9513945,In Service,OCEAN CLEVER,MBTD4,Supply,,"1,960",United Kingdom,,
232011018,,In Service,BW LITHIUM,MBUS6,Oil/Chemical Tanker,,"11,918",United Kingdom,,
232011021,9788162,In Service,SVITZER AVON,MBUT4,Tug,2017-07,461,United Kingdom,,
232011190,8772128,In Service,GREATER STELLA FPF 1,MBVY9,Maintenance platform,1977,"16,666",United Kingdom,,
232011317,,Not Found,IOANNA L,MBWT3,Bulk Carrier,,,,,
232011319,9719238,In Service,STOLT ALM,MBWT5,Chemical/Products Tanker,2016-06,"23,124",United Kingdom,,
232011409,9788198,In Service,NORLAN,MBXL9,Fishing,2017-10,306,United Kingdom,,
232011493,9710347,In Service,MARINER B,MBYC4,"FSO, Oil",2016-06,"91,159",United Kingdom,,
232011496,,Not Found,FS BRAEMAR,MBYD2,Supply,,,,,
232011743,9739537,In Service,BERGE MAFADI,MBZV2,Ore Carrier,2019-05,"151,969",Isle of Man (United Kingdom),,
232011795,,Not Found,MAERSK INVOLVER,MCAG6,Supply,,,,,
232011803,9222120,In Service,SPIRIT OF TOKYO,MCAI2,Container,,"26,582",United KIngdom,,
232011808,,In Service,FUKUYAMA STAR,MCAI5,Bulk Carrier,,6,United KIngdom,,
232012083,9351452,In Service,HELLESPONT PROTECTOR,MCCF4,Crude/Oil Products Tanker,2007-12,"42,010",Isle of Man (United Kingdom),,
232012087,9351438,In Service,HELLESPONT PROMISE,MCCF8,Crude/Oil Products Tanker,2007-01,"42,010",Isle of Man (United Kingdom),,
232012089,9351414,In Service,HELLESPONT PRIDE,MCCG2,Crude/Oil Products Tanker,2006-09,"42,010",Isle of Man (United Kingdom),,
232012136,,In Service,BW IRIDIUM,MCCP5,Oil/Chemical Tanker,,"11,918",United KIngdom,,
232012137,,In Service,BW MERCURY,MCCP8,Oil/Chemical Tanker,,"11,918",United KIngdom,,
232012148,,In Service,NORMAND SERENADE,MCCS4,Supply,,"5,206",United KIngdom,,
232012242,9801718,In Service,SCARLETT MANX,MCDK6,Bulk Carrier,2017-11,"35,606",Isle of Man (United Kingdom),,
232012248,8535867,In Service,INGENUITY,MCDL5,Fishing,2016-01,120,United KIngdom,,
232012356,9250414,In Service,CELTIC FREEDOM,MCEF7,General Cargo,2002-04,"2,999",United KIngdom,,
